satellite,start_time,end_time,duration,max_elevation,constellation,location,country,duration [s],max_elevation [deg],satellite_height [km],slant_range [km],footprint_radius [km],footprint_area [km²]
TIANQI-36,2025-04-17 16:00:15.051901+00:00,2025-04-17 16:17:15.051920+00:00,1020.0000196695328,86.66161640252236,Tianqi,JX,CN,,,,,,
TIANQI-36,2025-04-17 17:49:15.051913+00:00,2025-04-17 18:03:30.051902+00:00,854.9999892711639,17.203638725355045,Tianqi,JX,CN,,,,,,
TIANQI-36,2025-04-18 05:13:15.051921+00:00,2025-04-18 05:18:15.051903+00:00,299.99998211860657,1.0250938898069935,Tianqi,JX,CN,,,,,,
TIANQI-36,2025-04-16 17:48:15.051917+00:00,2025-04-16 18:03:30.051902+00:00,914.9999856948853,25.164576570890727,Tianqi,JX,CN,,,,,,
TIANQI-36,2025-04-15 12:20:15.051923+00:00,2025-04-15 12:34:15.051913+00:00,839.9999901652336,15.68818947702698,Tianqi,JX,CN,,,,,,
TIANQI-36,2025-04-15 10:29:15.051918+00:00,2025-04-15 10:45:30.051900+00:00,974.9999821186066,32.91272716969553,Tianqi,JX,CN,,,,,,
TIANQI-36,2025-04-15 08:40:15.051905+00:00,2025-04-15 08:57:15.051925+00:00,1020.0000196695328,62.589842470047515,Tianqi,JX,CN,,,,,,
TIANQI-36,2025-04-12 17:44:15.051931+00:00,2025-04-12 18:01:15.051910+00:00,1019.9999794363976,83.38879197684314,Tianqi,JX,CN,,,,,,
TIANQI-36,2025-04-12 19:33:15.051903+00:00,2025-04-12 19:48:15.051930+00:00,900.0000268220901,18.15932700335568,Tianqi,JX,CN,,,,,,
TIANQI-36,2025-04-13 06:58:15.051908+00:00,2025-04-13 07:01:15.051897+00:00,179.99998927116394,0.4747017938470549,Tianqi,JX,CN,,,,,,
TIANQI-36,2025-04-13 08:39:15.051909+00:00,2025-04-13 08:55:15.051932+00:00,960.0000232458115,31.001069940399486,Tianqi,JX,CN,,,,,,
TIANQI-36,2025-04-13 10:27:00.051926+00:00,2025-04-13 10:44:15.051904+00:00,1034.9999785423279,54.900371525333725,Tianqi,JX,CN,,,,,,
TIANQI-36,2025-04-13 12:17:15.051893+00:00,2025-04-13 12:32:15.051920+00:00,900.0000268220901,19.456060699049097,Tianqi,JX,CN,,,,,,
TIANQI-36,2025-04-13 14:08:00.051900+00:00,2025-04-13 14:22:15.051929+00:00,855.0000295042992,15.230914360354635,Tianqi,JX,CN,,,,,,
TIANQI-36,2025-04-13 15:57:00.051912+00:00,2025-04-13 16:13:15.051935+00:00,975.0000223517418,29.78315217570919,Tianqi,JX,CN,,,,,,
TIANQI-36,2025-04-13 17:45:15.051927+00:00,2025-04-13 18:02:15.051907+00:00,1019.9999794363976,72.30244164031808,Tianqi,JX,CN,,,,,,
TIANQI-36,2025-04-13 19:34:30.051899+00:00,2025-04-13 19:48:00.051931+00:00,810.0000321865082,11.765290506316209,Tianqi,JX,CN,,,,,,
TIANQI-36,2025-04-14 06:56:15.051915+00:00,2025-04-14 07:05:15.051923+00:00,540.000008046627,4.671783989760506,Tianqi,JX,CN,,,,,,
TIANQI-36,2025-04-14 08:40:00.051906+00:00,2025-04-14 08:56:30.051927+00:00,990.0000214576721,44.127167019172056,Tianqi,JX,CN,,,,,,
TIANQI-36,2025-04-03 10:23:15.051899+00:00,2025-04-03 10:30:15.051914+00:00,420.0000151991844,2.431597362742592,Tianqi,HK,CN,,,,,,
TIANQI-36,2025-04-03 13:54:15.051909+00:00,2025-04-03 14:11:00.051929+00:00,1005.0000205636024,37.80896765029583,Tianqi,HK,CN,,,,,,
TIANQI-36,2025-04-23 14:17:00.051908+00:00,2025-04-23 14:34:15.051927+00:00,1035.000018775463,66.11341274626729,Tianqi,JX,CN,,,,,,
TIANQI-36,2025-04-06 21:17:15.051893+00:00,2025-04-06 21:31:15.051924+00:00,840.0000303983688,13.08825324835894,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-08 15:53:15.051926+00:00,2025-04-08 16:08:30.051911+00:00,914.9999856948853,23.985275385631788,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-08 14:03:15.051917+00:00,2025-04-08 14:19:00.051901+00:00,944.9999839067459,24.224975109854995,Tianqi,SH,CN,,,,,,
